Client_ID,AUM_Millions,Months_as_Client,Advisor_Meetings_Last_6M,Portfolio_Risk_Score,Recent_Market_Losses_Pct,Client_Age,Will_Churn
WM-01068,7.62,42,1,4.7,12.42,41,0
WM-01069,2.29,11,1,4.6,0.37,46,0
WM-01070,1.39,51,1,4.2,4.04,47,0
WM-01071,5.33,20,1,3.4,60.0,58,1
WM-01072,8.95,52,1,4.5,7.26,38,0
WM-01073,3.0,22,4,4.4,1.73,49,0
WM-01074,5.48,19,4,4.3,1.2,51,1
WM-01075,5.17,15,1,6.2,2.37,48,0
WM-01076,5.26,41,1,2.5,4.72,46,0
WM-01077,12.73,83,5,5.9,8.52,58,0
WM-01078,3.15,39,2,3.4,3.43,44,0
WM-01079,4.91,20,4,4.7,3.15,52,0
WM-01080,2.34,36,2,3.2,0.99,46,0
WM-01081,12.97,30,5,6.5,5.43,50,0
WM-01082,6.75,38,3,3.0,1.29,42,0
WM-01083,6.96,42,1,4.7,18.13,54,0
WM-01084,14.48,16,2,7.8,1.51,59,0
WM-01085,22.11,55,4,6.6,8.47,54,0
WM-01086,14.98,44,8,5.3,4.35,49,0
WM-01087,5.66,80,2,3.3,0.72,58,0
WM-01088,10.07,68,6,3.6,1.72,58,0
WM-01089,23.97,77,8,5.5,22.52,41,0
WM-01090,9.53,26,2,6.9,2.59,67,0
WM-01091,2.63,30,4,1.7,2.74,45,0
WM-01092,8.89,43,2,1.7,4.48,45,0
WM-01093,7.26,18,2,5.6,8.98,63,0
WM-01094,1.79,8,1,4.2,0.51,46,0
WM-01095,22.07,54,0,7.2,17.26,59,0
WM-01096,2.78,19,3,5.2,2.5,31,0
WM-01097,1.96,10,2,8.0,43.46,33,1
WM-01098,4.55,58,5,7.8,60.0,49,1
WM-01099,55.97,52,3,5.5,14.7,53,0
WM-01100,13.18,20,3,4.5,11.52,54,0
WM-01101,35.57,32,5,8.4,1.68,46,0
WM-01102,17.06,43,6,5.8,9.03,51,0
WM-01103,9.74,37,3,5.5,56.19,32,1
WM-01104,2.93,35,3,4.7,9.07,48,0
WM-01105,2.46,28,1,7.1,9.2,37,1
WM-01106,7.28,31,1,3.8,28.04,48,0
WM-01107,6.38,54,3,6.2,4.12,32,0
WM-01108,6.28,31,1,3.3,2.49,43,0
WM-01109,18.7,30,3,6.3,6.0,52,0
WM-01110,10.72,30,5,7.8,8.79,56,0
WM-01111,8.5,32,1,7.0,2.67,50,0
WM-01112,5.2,43,5,6.6,6.81,49,0
WM-01113,45.05,55,8,5.8,4.46,67,0
WM-01114,22.58,11,4,4.2,14.99,62,0
WM-01115,7.49,28,8,4.3,30.53,60,0
WM-01116,3.81,52,3,2.6,1.2,36,0
WM-01117,9.19,52,2,4.8,1.42,46,0
WM-01118,5.67,22,3,5.2,0.1,58,0
WM-01119,38.43,82,7,3.2,0.56,54,0
WM-01120,19.49,23,4,4.1,3.74,46,0
WM-01121,70.98,78,2,5.3,4.71,58,0
WM-01122,1.18,16,2,3.5,7.58,45,0
WM-01123,6.91,24,4,2.8,3.37,46,0
WM-01124,8.73,21,2,5.7,6.64,39,0
WM-01125,4.94,29,4,4.6,40.08,64,1
WM-01126,1.35,45,1,4.1,0.3,46,1
WM-01127,17.96,24,2,7.6,5.38,61,0
WM-01128,4.28,23,4,7.3,2.47,53,0
WM-01129,3.51,25,2,5.1,5.06,45,0
WM-01130,2.45,12,2,4.0,60.0,43,1
WM-01131,10.86,27,3,4.2,0.83,42,0
WM-01132,2.44,27,3,3.6,0.21,40,0
WM-01133,9.34,56,3,3.6,0.26,49,0
WM-01134,2.86,26,2,6.9,3.38,41,0
WM-01135,13.61,28,3,2.4,15.1,53,1
WM-01136,10.05,25,3,6.3,3.03,52,0
WM-01137,2.19,119,1,4.9,0.72,50,1
WM-01138,4.42,34,3,4.8,60.0,52,1
WM-01139,8.97,51,6,4.8,0.39,34,0
WM-01140,2.96,27,4,4.3,6.78,40,0
WM-01141,2.19,24,0,6.3,4.67,40,0
WM-01142,1.88,13,1,2.3,9.57,43,1
WM-01143,28.39,57,8,6.1,7.94,50,0
WM-01144,11.63,41,2,2.3,8.17,59,0
WM-01145,10.13,50,4,3.6,38.61,65,0
WM-01146,5.62,58,1,4.6,9.23,51,0
WM-01147,1.74,7,0,4.0,5.32,37,0
WM-01148,16.05,46,6,6.2,1.14,48,0
WM-01149,27.59,197,2,3.9,0.77,45,0
WM-01150,1.27,15,0,1.4,5.03,42,0
WM-01151,10.12,88,4,7.0,0.17,49,0
WM-01152,8.38,45,3,5.2,21.1,47,0
WM-01153,5.26,58,1,2.6,1.55,61,0
WM-01154,10.37,26,3,5.3,1.45,65,0
WM-01155,12.36,32,1,2.3,1.0,45,0
WM-01156,1.56,41,5,3.8,26.3,49,0
WM-01157,29.84,71,2,3.4,6.25,56,0
WM-01158,1.88,42,1,5.5,0.98,49,1
WM-01159,4.06,19,2,3.2,1.17,44,1
WM-01160,3.9,24,1,4.6,0.45,62,1
WM-01161,6.48,53,3,3.8,7.39,40,0
WM-01162,8.96,36,2,2.1,2.08,42,0
WM-01163,9.04,25,2,4.2,3.81,48,0
WM-01164,1.73,11,2,3.6,1.26,42,0
WM-01165,2.09,34,0,6.4,0.27,53,0
WM-01166,1.93,18,7,5.1,4.62,62,0
WM-01167,2.01,28,0,4.9,0.7,38,0
WM-01168,14.08,116,2,4.3,2.55,59,0
WM-01169,3.1,41,2,2.0,1.99,47,0
WM-01170,20.59,30,3,5.0,4.16,53,0
WM-01171,6.87,18,3,4.7,1.12,54,0
WM-01172,2.15,24,3,1.8,2.91,39,0
WM-01173,7.13,25,3,3.9,5.21,43,1
WM-01174,1.82,18,3,4.4,0.51,45,0
WM-01175,9.55,16,4,7.4,1.08,48,0
WM-01176,28.47,21,4,6.3,1.51,38,0
WM-01177,2.07,21,3,6.0,2.68,28,0
WM-01178,6.6,106,2,3.2,3.53,55,0
WM-01179,35.62,6,4,3.8,5.22,71,0
WM-01180,6.62,130,1,2.6,14.12,52,0
WM-01181,2.95,20,3,4.9,1.57,48,0
WM-01182,7.77,40,1,7.4,4.19,40,0
WM-01183,1.65,43,1,6.6,2.73,44,0
WM-01184,25.3,105,4,4.5,10.78,56,0
WM-01185,12.91,50,6,3.1,8.08,53,0
WM-01186,9.34,55,4,3.6,3.08,41,0
WM-01187,6.09,64,3,3.0,33.18,53,0
WM-01188,1.0,52,2,2.4,13.03,49,0
WM-01189,3.89,69,3,3.0,3.12,45,0
WM-01190,11.03,43,5,6.6,2.2,33,0
WM-01191,3.44,38,1,7.5,2.17,42,0
WM-01192,7.52,43,6,4.9,1.65,34,0
WM-01193,19.78,51,6,5.1,24.99,49,0
WM-01194,19.21,44,5,5.4,1.53,55,0
WM-01195,4.33,25,8,5.8,3.21,33,0
WM-01196,35.25,81,6,4.5,5.91,53,0
WM-01197,1.2,17,0,2.1,3.05,43,1
WM-01198,19.76,23,3,2.7,8.86,66,0
WM-01199,6.29,28,3,3.9,3.1,33,0
WM-01200,4.49,32,4,5.1,3.57,66,0
WM-01201,3.09,29,1,2.5,3.64,40,0
WM-01202,5.25,19,3,7.7,3.26,53,0
WM-01203,6.61,31,3,5.8,10.83,51,0
WM-01204,4.48,41,2,1.3,15.41,39,0
WM-01205,8.07,61,2,3.4,0.91,51,0
WM-01206,5.27,68,0,4.3,0.77,48,1
WM-01207,6.69,31,3,4.5,2.88,52,0
WM-01208,1.64,40,2,2.1,10.36,44,0
WM-01209,2.55,10,3,4.0,60.0,37,1
WM-01210,1.86,16,0,4.1,14.79,40,0
WM-01211,3.48,29,1,2.4,0.75,43,0
WM-01212,2.18,73,3,4.1,2.25,45,0
WM-01213,12.98,19,4,7.7,0.78,37,0
WM-01214,6.85,56,3,6.9,8.57,30,0
WM-01215,11.2,18,4,6.8,2.72,58,0
WM-01216,12.58,33,3,5.1,1.12,46,0
WM-01217,3.38,27,4,2.3,2.96,42,0
WM-01218,12.15,58,5,7.8,6.36,55,0
WM-01219,23.5,35,4,8.3,3.76,59,0
WM-01220,1.61,16,2,1.8,35.29,39,1
WM-01221,2.18,29,3,3.6,6.81,62,0
WM-01222,1.04,43,0,3.2,19.53,39,1
WM-01223,3.71,13,3,5.2,0.71,33,0
WM-01224,13.75,68,6,3.3,1.31,58,0
WM-01225,3.9,65,2,4.9,7.31,49,0
WM-01226,2.97,31,1,3.4,4.52,48,0
WM-01227,5.76,49,2,4.3,2.3,53,0
WM-01228,7.83,47,4,2.6,15.79,54,0
WM-01229,23.61,50,4,6.7,11.01,54,0
WM-01230,1.0,19,4,2.6,39.63,44,0
WM-01231,3.23,23,2,3.7,0.22,41,0
WM-01232,4.71,45,2,1.1,22.69,49,0
WM-01233,4.82,23,3,6.6,1.82,47,0
WM-01234,5.43,23,3,1.9,2.35,41,0
WM-01235,11.85,69,5,5.1,1.31,43,0
WM-01236,13.17,25,3,3.0,29.57,43,1
WM-01237,36.1,27,2,5.2,23.11,56,0
WM-01238,17.02,65,6,4.2,9.49,54,0
WM-01239,1.0,80,1,5.5,48.75,34,1
WM-01240,22.4,40,3,2.8,2.6,61,0
WM-01241,4.71,54,1,3.0,1.4,43,0
WM-01242,11.81,22,3,3.9,6.1,56,1
WM-01243,4.69,27,4,5.5,9.76,31,0
WM-01244,13.0,107,1,4.2,0.96,50,0
WM-01245,10.24,12,3,5.1,0.18,51,0
WM-01246,4.54,28,2,5.5,4.22,47,0
WM-01247,17.59,38,4,5.8,17.56,37,0
WM-01248,2.32,27,3,4.5,1.57,53,0
WM-01249,11.23,6,3,7.8,1.01,52,0
WM-01250,4.41,105,4,5.3,2.35,40,0
WM-01251,1.66,4,2,2.2,0.23,41,0
WM-01252,34.2,57,5,5.9,4.1,57,0
WM-01253,3.5,13,3,3.9,4.94,43,0
WM-01254,7.11,108,3,3.3,2.42,50,0
WM-01255,5.39,19,2,5.7,2.27,50,0
WM-01256,5.91,21,4,7.2,0.39,46,0
WM-01257,3.76,46,3,5.3,5.57,45,0
WM-01258,2.69,22,2,4.8,3.91,57,0
WM-01259,1.46,27,2,4.2,1.18,37,0
WM-01260,17.72,106,2,4.9,1.25,39,0
WM-01261,13.54,61,5,3.6,9.03,70,0
WM-01262,2.34,19,0,2.2,6.18,43,0
WM-01263,6.46,23,3,3.3,2.98,46,0
WM-01264,13.69,24,4,6.3,1.38,47,0
WM-01265,18.94,27,6,3.6,7.2,48,0
WM-01266,2.71,52,4,5.0,1.2,48,0
WM-01267,5.48,53,4,3.8,1.92,45,0
WM-01268,2.93,42,3,6.9,0.69,38,0
WM-01269,9.93,19,3,5.5,1.65,40,0
WM-01270,1.6,35,1,2.8,3.01,48,0
WM-01271,3.5,39,3,1.9,0.41,58,0
WM-01272,29.22,18,4,6.0,16.0,43,0
WM-01273,6.3,36,1,4.2,24.99,41,0
WM-01274,28.55,24,5,7.6,2.26,45,0
WM-01275,20.87,24,6,3.7,3.02,60,0
WM-01276,3.67,58,1,4.3,3.5,41,0
WM-01277,10.78,17,2,5.1,4.34,39,0
WM-01278,18.46,97,4,6.3,7.41,50,0
WM-01279,1.45,26,1,4.1,27.47,44,0
WM-01280,6.51,29,2,4.3,1.51,29,0
WM-01281,19.8,28,7,4.2,3.75,40,0
WM-01282,3.82,23,5,1.8,2.23,53,0
WM-01283,3.25,9,1,5.0,3.97,46,0
WM-01284,2.64,8,5,4.1,5.25,42,0
WM-01285,3.2,20,3,4.1,3.86,50,0
WM-01286,2.95,22,1,5.4,18.68,52,1
WM-01287,2.81,16,2,5.6,4.5,51,0
WM-01288,4.86,22,3,5.3,17.16,44,1
WM-01289,9.27,38,3,8.6,4.94,51,0
WM-01290,1.54,24,2,5.0,2.79,52,0
WM-01291,1.06,8,3,6.8,0.53,44,0
WM-01292,5.81,51,0,3.0,20.69,44,1
WM-01293,6.7,40,5,1.8,3.79,54,0
WM-01294,11.43,49,4,3.7,21.9,60,0
WM-01295,4.47,40,0,4.4,8.48,42,0
WM-01296,6.14,36,3,1.3,2.42,50,0
WM-01297,9.43,31,2,3.0,2.66,48,0
WM-01298,9.08,36,5,6.0,2.42,59,0
WM-01299,3.69,11,1,4.8,7.01,28,0
WM-01300,3.66,13,4,3.1,0.45,60,0
WM-01301,1.78,21,2,4.3,6.77,49,0
WM-01302,12.54,41,4,5.9,29.04,46,1
WM-01303,1.7,14,1,2.5,7.3,44,0
WM-01304,5.93,22,3,6.4,3.54,39,0
WM-01305,5.34,7,6,4.0,0.22,49,0
WM-01306,26.92,23,5,4.9,2.66,33,0
WM-01307,13.49,32,1,4.2,2.3,47,0
WM-01308,23.39,21,4,7.1,41.24,48,1
WM-01309,5.18,21,3,4.6,0.17,40,0
WM-01310,1.23,44,1,1.9,12.46,38,0
WM-01311,12.79,35,7,1.4,5.21,56,0
WM-01312,21.17,54,1,5.0,7.46,51,0
WM-01313,1.0,10,1,3.0,2.33,37,0
WM-01314,3.61,55,3,6.4,0.37,45,1
WM-01315,26.34,40,5,3.7,2.4,46,0
WM-01316,3.3,31,3,3.6,23.45,37,0
WM-01317,14.73,42,0,2.1,8.24,54,0
WM-01318,19.97,56,3,3.9,4.09,46,0
WM-01319,2.54,43,2,6.7,9.07,49,0
WM-01320,10.66,24,1,7.0,11.2,43,1
WM-01321,5.62,122,1,4.1,5.68,49,0
WM-01322,15.09,17,3,7.7,6.64,49,0
WM-01323,2.93,26,2,6.2,8.25,43,0
WM-01324,8.19,25,2,4.0,28.65,68,1
WM-01325,8.14,51,2,4.3,1.1,47,1
WM-01326,16.43,56,6,3.2,48.76,46,1
WM-01327,6.84,60,4,2.7,5.63,45,0
WM-01328,2.93,25,2,2.0,7.5,48,0
WM-01329,5.28,25,4,6.9,0.83,32,0
WM-01330,13.92,16,3,6.9,5.57,52,0
WM-01331,10.01,63,1,4.3,1.48,46,0
WM-01332,7.52,37,6,2.7,0.99,37,0
WM-01333,9.93,26,3,5.9,1.15,35,0
WM-01334,11.86,18,1,4.7,12.94,54,0
WM-01335,10.23,64,0,7.9,28.04,49,1
WM-01336,8.57,22,2,5.4,0.95,44,0
WM-01337,1.66,28,4,6.0,53.49,31,1
WM-01338,2.23,35,0,3.0,30.29,46,1
WM-01339,7.23,18,4,3.2,0.62,54,0
WM-01340,10.55,41,2,5.8,2.11,51,0
WM-01341,4.52,33,0,5.2,60.0,37,1
WM-01342,7.77,31,2,6.3,5.97,49,1
WM-01343,14.37,39,4,7.6,1.08,48,0
WM-01344,2.87,97,0,4.3,1.01,52,0
WM-01345,1.42,25,2,3.3,4.26,28,0
WM-01346,4.83,21,3,2.7,1.29,52,0
WM-01347,109.33,124,3,6.3,10.28,72,0
WM-01348,7.32,44,1,3.3,10.19,40,0
WM-01349,1.04,55,2,2.8,4.94,42,0
WM-01350,21.31,64,3,3.4,3.8,49,0
WM-01351,6.2,22,4,5.6,51.91,42,1
WM-01352,15.77,54,6,5.3,3.13,46,0
WM-01353,10.92,30,4,6.4,39.61,36,1
WM-01354,12.06,85,3,9.0,4.15,64,0
WM-01355,8.12,48,2,4.8,4.22,55,0
WM-01356,11.07,92,3,2.8,8.93,52,0
WM-01357,1.0,20,1,3.9,0.54,53,0
WM-01358,33.32,68,5,4.9,16.63,52,0
WM-01359,13.79,86,4,3.4,4.09,62,0
WM-01360,6.47,15,2,4.1,5.43,46,0
WM-01361,13.37,77,4,5.5,8.51,52,0
WM-01362,18.55,33,3,5.1,12.21,43,1
WM-01363,4.05,68,1,4.4,3.04,48,1
WM-01364,5.86,58,4,6.4,10.68,52,0
WM-01365,3.18,42,1,2.7,0.54,48,0
WM-01366,6.96,24,2,4.1,21.22,67,0
WM-01367,8.64,17,1,6.2,4.56,65,0
WM-01368,18.67,25,5,4.7,4.78,39,0
WM-01369,9.09,29,6,6.8,6.87,47,0
WM-01370,6.41,70,2,4.1,2.12,59,0
WM-01371,2.31,42,2,5.0,2.87,49,0
WM-01372,10.07,18,5,3.4,2.6,44,0
WM-01373,4.89,51,5,7.2,1.17,43,0
WM-01374,1.0,13,2,4.3,7.32,37,0
WM-01375,1.0,18,1,1.6,0.31,35,1
WM-01376,8.48,48,1,3.9,5.31,53,0
WM-01377,3.91,73,4,5.7,4.15,46,0
WM-01378,4.92,116,4,6.2,1.51,58,0
WM-01379,2.04,6,2,3.8,0.81,41,1
WM-01380,35.58,34,2,7.5,1.06,63,0
WM-01381,1.31,10,2,3.3,16.7,28,1
WM-01382,3.22,32,3,2.7,5.74,43,0
WM-01383,7.71,36,2,3.7,3.36,52,0
WM-01384,3.68,140,2,7.9,6.13,56,0
WM-01385,1.62,31,4,3.2,7.54,37,0
WM-01386,4.67,39,2,2.8,3.06,48,0
WM-01387,1.19,23,2,6.0,3.56,51,0
WM-01388,10.83,40,7,4.5,3.16,56,0
WM-01389,17.37,57,8,6.0,0.85,50,0
WM-01390,12.22,35,4,3.8,9.62,56,0
WM-01391,22.3,41,8,1.9,3.39,61,0
WM-01392,24.32,31,3,6.2,27.21,60,0
WM-01393,1.2,58,2,3.3,1.56,49,0
WM-01394,7.01,57,3,6.7,1.02,40,0
WM-01395,3.26,49,1,2.8,2.1,42,0
WM-01396,9.86,154,3,4.4,2.31,49,0
WM-01397,4.15,90,2,3.6,1.73,58,0
WM-01398,2.4,38,4,4.0,4.1,46,0
WM-01399,10.02,12,2,7.1,1.38,40,0
WM-01400,5.73,38,3,4.0,1.5,59,0
WM-01401,5.39,33,3,2.9,0.54,39,1
WM-01402,10.55,80,1,8.4,2.63,49,0
WM-01403,13.62,64,2,5.0,2.71,50,0
WM-01404,4.45,29,1,8.0,1.45,51,0
WM-01405,62.26,69,6,2.4,5.6,51,0
WM-01406,1.17,13,0,4.7,7.26,49,0
WM-01407,5.06,70,1,5.5,1.91,50,1
WM-01408,10.26,50,2,7.5,17.06,53,0
WM-01409,11.32,13,6,5.0,2.5,55,0
WM-01410,6.01,72,1,3.0,2.26,52,0
WM-01411,22.51,17,3,8.7,2.13,43,0
WM-01412,5.31,14,4,7.9,0.82,48,0
WM-01413,1.42,12,0,4.8,1.88,49,0
WM-01414,13.62,14,6,6.4,9.56,52,0
WM-01415,8.13,50,3,7.1,0.05,46,0
WM-01416,1.0,22,1,3.8,1.56,42,0
WM-01417,2.91,18,2,3.4,8.21,46,1
WM-01418,7.07,49,1,7.0,3.65,49,0
WM-01419,6.12,53,3,3.8,1.73,45,0
WM-01420,8.82,51,6,6.4,4.83,45,0
WM-01421,8.4,76,2,2.6,15.19,52,0
WM-01422,13.72,60,7,1.9,2.53,44,0
WM-01423,16.42,29,6,3.3,2.58,44,0
WM-01424,5.13,35,4,3.1,8.61,52,1
WM-01425,7.54,29,7,6.3,7.44,52,1
WM-01426,2.52,97,5,2.1,7.32,33,0
WM-01427,1.96,84,2,3.0,0.55,28,0
WM-01428,7.1,35,3,6.2,20.27,54,0
WM-01429,8.66,66,0,2.2,0.86,55,0
WM-01430,45.59,53,2,6.4,6.48,57,0
WM-01431,8.64,34,2,2.1,14.78,41,0
WM-01432,3.19,24,6,4.4,3.37,50,0
WM-01433,1.3,6,2,2.2,0.55,41,0
WM-01434,25.3,41,7,7.4,15.74,61,0
WM-01435,3.81,37,2,4.3,21.4,34,0
WM-01436,1.0,34,2,3.9,3.12,40,1
WM-01437,2.83,14,0,3.8,1.76,47,0
WM-01438,4.61,43,5,4.9,3.74,50,0
WM-01439,24.29,71,7,5.6,8.54,51,0
WM-01440,9.42,43,6,6.6,10.03,50,0
WM-01441,2.26,13,0,1.4,0.79,43,0
WM-01442,2.76,20,4,2.3,5.08,49,1
WM-01443,10.01,20,5,2.7,0.32,55,0
WM-01444,18.25,20,3,4.7,5.92,57,0
WM-01445,5.14,18,5,4.5,14.98,56,1
WM-01446,19.88,76,3,3.1,5.25,60,0
WM-01447,3.76,61,2,1.8,1.28,32,0
WM-01448,3.74,16,1,7.2,4.5,37,0
WM-01449,7.87,29,1,3.3,19.99,56,0
WM-01450,10.19,31,3,2.6,1.04,58,0
WM-01451,20.57,56,1,5.6,0.28,56,0
WM-01452,3.42,55,4,4.6,17.3,38,1
WM-01453,4.61,20,1,7.3,4.15,50,1
WM-01454,6.73,45,5,4.7,7.36,47,0
WM-01455,4.31,22,2,6.7,1.95,54,1
WM-01456,2.27,46,1,6.3,2.66,50,0
WM-01457,11.25,35,4,5.0,2.62,56,0
WM-01458,10.12,25,3,7.4,60.0,50,1
WM-01459,24.95,109,4,1.6,4.1,44,0
WM-01460,5.62,32,4,3.0,6.62,44,0
WM-01461,2.77,24,4,3.6,8.65,62,1
WM-01462,3.71,20,4,4.2,6.03,44,0
WM-01463,4.72,43,5,4.6,23.16,50,0
WM-01464,3.5,4,1,3.5,10.42,56,1
WM-01465,19.4,62,6,8.6,2.66,50,0
WM-01466,3.23,84,1,5.2,9.26,43,1
WM-01467,4.33,123,4,6.4,1.63,47,0
WM-01468,1.0,21,0,1.4,1.4,59,0
WM-01469,3.69,30,1,3.5,1.93,36,0
WM-01470,4.49,47,5,5.8,1.39,56,0
WM-01471,8.54,21,3,4.9,0.71,45,0
WM-01472,6.15,27,1,3.7,4.6,50,0
WM-01473,7.09,60,3,3.2,2.79,45,0
WM-01474,2.56,16,4,7.4,15.64,35,0
WM-01475,13.16,16,3,6.0,30.47,55,1
WM-01476,13.23,84,2,6.0,2.25,48,0
WM-01477,11.97,13,3,7.1,3.94,53,0
WM-01478,2.76,18,2,3.1,0.45,46,0
WM-01479,13.64,23,4,3.7,8.24,41,0
WM-01480,16.27,18,4,2.9,2.16,58,0
WM-01481,3.12,32,0,2.5,29.82,46,1
WM-01482,29.51,28,2,5.2,11.99,55,1
WM-01483,4.37,19,5,2.1,51.42,56,0
WM-01484,1.0,32,2,2.0,33.14,53,1
WM-01485,2.53,64,6,2.8,11.54,38,1
WM-01486,10.16,113,1,1.5,0.79,50,0
WM-01487,1.61,53,1,4.8,16.98,42,1
WM-01488,3.02,19,1,4.2,3.14,53,0
WM-01489,1.3,25,2,3.4,1.83,45,0
WM-01490,11.95,35,5,6.1,26.28,54,0
WM-01491,4.27,83,1,3.8,0.27,53,0
WM-01492,5.1,32,2,6.0,4.33,47,0
WM-01493,4.43,31,2,7.6,0.26,54,0
WM-01494,11.08,34,6,1.9,5.73,45,0
WM-01495,4.58,32,3,1.8,60.0,44,1
WM-01496,3.84,46,3,7.2,4.16,47,0
WM-01497,42.68,9,3,2.2,3.54,58,0
WM-01498,2.86,70,3,4.2,4.88,58,0
WM-01499,5.29,37,5,3.8,6.85,47,0
WM-01500,1.01,53,0,3.2,2.06,32,0
WM-01501,1.2,26,1,2.2,5.5,40,1
WM-01502,14.04,31,1,4.9,10.81,44,0
WM-01503,3.55,16,3,4.1,7.65,38,0
WM-01504,12.17,19,3,2.9,20.88,49,0
WM-01505,2.65,11,2,7.7,1.46,50,0
WM-01506,126.34,28,6,6.0,3.5,50,0
WM-01507,3.49,30,2,4.6,5.67,53,0
WM-01508,2.26,21,1,4.0,1.85,52,1
WM-01509,13.06,89,3,3.5,2.4,44,0
WM-01510,4.1,68,4,3.0,15.9,39,0
WM-01511,2.0,53,1,5.8,2.17,57,0
WM-01512,67.02,26,4,7.3,1.59,50,0
WM-01513,5.76,33,1,2.5,1.14,53,1
WM-01514,6.79,85,6,7.6,52.97,50,1
WM-01515,1.7,22,2,3.3,5.3,44,0
WM-01516,13.47,78,1,4.6,8.15,53,0
WM-01517,2.45,19,1,4.5,0.69,44,0
WM-01518,5.79,33,3,6.6,2.62,50,0
WM-01519,3.09,50,1,2.9,0.17,53,0
WM-01520,4.7,28,0,3.1,3.29,38,0
WM-01521,6.08,36,2,6.1,1.25,28,1
WM-01522,10.84,30,4,3.3,6.73,51,0
WM-01523,3.15,29,1,2.7,2.62,41,0
WM-01524,4.11,19,2,6.3,9.88,55,0
WM-01525,10.42,16,1,6.4,17.94,37,1
WM-01526,11.6,53,2,5.7,17.23,50,0
WM-01527,8.75,20,1,5.6,5.46,51,0
WM-01528,22.59,103,3,8.1,4.55,66,0
WM-01529,8.1,18,3,5.4,2.32,47,0
WM-01530,7.44,48,5,1.5,2.86,68,0
WM-01531,6.61,30,5,6.3,3.89,48,0
WM-01532,8.55,32,2,6.0,1.2,63,0
WM-01533,33.95,106,7,4.6,0.94,58,0
WM-01534,1.98,17,3,2.0,30.72,53,1
WM-01535,10.35,104,6,4.9,4.71,35,0
WM-01536,7.02,51,0,2.8,0.82,41,0
WM-01537,3.47,27,2,3.4,9.46,34,0
WM-01538,8.89,11,8,2.3,1.93,50,0
WM-01539,1.0,18,1,1.5,1.42,52,0
WM-01540,4.91,39,1,2.1,8.24,49,0
WM-01541,2.14,44,4,5.4,3.37,42,0
WM-01542,30.5,38,8,4.7,3.92,50,0
WM-01543,3.95,29,4,2.3,4.7,51,0
WM-01544,7.09,65,1,3.0,3.31,58,0
WM-01545,1.57,19,3,4.4,4.17,38,0
WM-01546,11.29,25,4,7.0,60.0,45,1
WM-01547,1.58,18,0,2.2,1.53,47,0
WM-01548,2.18,29,1,4.6,0.17,42,0
WM-01549,2.99,33,5,5.5,21.42,44,0
WM-01550,7.04,63,3,4.2,2.48,45,0
WM-01551,21.64,80,5,8.4,11.52,54,0
WM-01552,5.72,66,4,6.3,42.98,44,1
WM-01553,3.35,66,1,3.9,1.02,36,0
WM-01554,18.25,30,4,3.6,1.96,52,0
WM-01555,5.38,29,4,2.7,2.76,47,0
WM-01556,16.0,87,5,7.2,2.57,53,0
WM-01557,1.02,7,3,1.2,45.71,44,1
WM-01558,5.0,49,1,2.3,9.07,45,0
WM-01559,4.72,23,2,1.8,9.6,52,0
WM-01560,7.77,28,4,5.1,0.33,45,0
WM-01561,2.55,69,1,5.5,9.72,49,0
WM-01562,2.97,20,3,6.0,2.41,42,0
WM-01563,2.74,24,6,3.8,4.51,47,0
WM-01564,5.2,32,3,3.3,3.04,33,0
WM-01565,9.05,40,0,3.0,60.0,39,1
WM-01566,1.89,48,1,5.1,4.2,50,0
WM-01567,1.55,47,1,3.9,9.28,51,1
WM-01568,2.31,64,2,3.0,12.22,35,0
WM-01569,35.65,134,3,3.1,7.68,62,0
WM-01570,3.32,83,8,2.1,1.67,39,0
WM-01571,4.76,13,2,5.9,1.54,52,1
WM-01572,6.07,40,0,5.8,6.19,57,0
WM-01573,23.08,25,2,7.1,6.03,46,0
WM-01574,74.24,101,3,2.8,7.05,75,0
WM-01575,2.47,24,2,3.7,2.26,44,0
WM-01576,4.85,26,0,6.4,6.02,48,0
WM-01577,2.45,15,0,4.0,5.1,46,0
WM-01578,5.61,12,2,6.7,7.27,47,1
WM-01579,8.15,12,3,2.6,7.24,53,0
WM-01580,9.3,38,2,1.4,8.71,49,0
WM-01581,41.78,129,3,6.9,0.64,47,0
WM-01582,1.0,24,3,4.9,2.27,42,0
WM-01583,10.85,49,1,4.8,3.82,51,0
WM-01584,14.08,46,3,4.0,0.54,56,0
WM-01585,1.23,35,2,7.0,8.52,44,1
WM-01586,5.37,23,4,1.7,1.47,49,0
WM-01587,1.36,42,2,5.3,0.51,41,0
WM-01588,14.96,67,7,4.1,0.69,42,0
WM-01589,8.2,41,0,5.2,2.19,56,0
WM-01590,3.8,34,1,1.3,1.89,47,0
WM-01591,15.9,37,1,6.1,7.48,57,0
WM-01592,21.59,119,1,2.5,51.4,48,0
WM-01593,10.79,22,5,5.3,0.9,57,0
WM-01594,28.4,21,8,4.6,0.47,69,0
WM-01595,2.42,28,4,6.5,19.0,44,0
WM-01596,11.55,17,1,5.1,3.6,60,0
WM-01597,3.55,30,4,5.3,20.69,50,1
WM-01598,24.17,27,3,4.1,1.66,48,0
WM-01599,7.15,41,2,3.2,28.12,47,1
WM-01600,1.99,32,1,1.6,60.0,39,1
WM-01601,2.97,177,2,4.8,7.1,49,0
WM-01602,11.93,27,3,5.8,6.48,58,0
