Client_ID,AUM_Millions,Months_as_Client,Advisor_Meetings_Last_6M,Portfolio_Risk_Score,Recent_Market_Losses_Pct,Client_Age,Will_Churn
WM-01068,17.54,6,6,6.7,8.54,60,0
WM-01069,27.08,29,5,5.7,5.58,44,0
WM-01070,16.71,14,4,4.6,3.48,52,0
WM-01071,7.29,30,0,7.8,5.87,42,1
WM-01072,11.38,36,0,5.3,5.2,77,0
WM-01073,1.69,37,1,6.3,3.61,47,0
WM-01074,3.42,25,1,7.1,3.42,70,0
WM-01075,13.11,29,1,3.6,4.14,75,0
WM-01076,5.01,42,4,5.1,2.26,67,0
WM-01077,3.45,82,0,3.3,1.56,54,0
WM-01078,3.04,65,3,3.3,2.04,60,0
WM-01079,2.33,98,3,3.6,19.08,60,0
WM-01080,6.14,47,3,5.8,2.19,65,0
WM-01081,7.15,77,1,9.2,6.16,55,0
WM-01082,10.26,34,3,6.3,7.36,58,0
WM-01083,8.03,17,2,6.2,0.54,62,0
WM-01084,1.23,42,2,4.8,1.11,75,0
WM-01085,20.32,63,1,9.1,0.43,45,0
WM-01086,7.04,25,3,8.7,60.0,60,1
WM-01087,14.4,44,5,2.9,2.01,61,0
WM-01088,7.7,23,0,5.5,1.28,53,0
WM-01089,5.24,27,1,7.3,0.81,30,1
WM-01090,32.17,86,1,4.7,2.21,43,0
WM-01091,11.11,49,5,4.8,14.14,57,0
WM-01092,5.87,40,3,6.8,6.45,50,0
WM-01093,5.31,34,1,1.5,2.79,73,0
WM-01094,4.86,47,6,7.6,1.6,66,0
WM-01095,10.57,14,2,6.0,2.37,61,0
WM-01096,21.63,67,4,8.5,1.89,67,0
WM-01097,12.16,33,4,6.4,5.96,83,0
WM-01098,3.77,22,2,7.3,10.84,69,0
WM-01099,31.52,28,2,8.1,1.26,60,0
WM-01100,1.03,23,1,7.3,3.85,45,1
WM-01101,1.86,40,2,4.4,17.29,57,0
WM-01102,8.78,41,4,3.5,7.78,68,0
WM-01103,11.11,39,5,7.6,24.52,60,0
WM-01104,12.31,34,0,6.3,2.52,58,0
WM-01105,4.01,114,5,1.6,0.91,66,0
WM-01106,36.39,45,1,8.2,1.59,59,0
WM-01107,10.85,131,2,6.3,3.37,44,0
WM-01108,98.79,28,7,6.3,3.51,56,0
WM-01109,11.96,19,0,8.7,1.21,41,0
WM-01110,4.6,67,3,5.2,4.28,55,1
WM-01111,3.17,24,2,7.7,10.53,48,0
WM-01112,1.01,20,3,5.7,4.3,51,0
WM-01113,12.9,50,4,6.8,0.86,28,0
WM-01114,21.78,26,6,4.5,0.6,43,0
WM-01115,19.08,97,1,4.5,2.86,69,0
WM-01116,3.41,10,2,7.6,1.84,53,0
WM-01117,8.97,32,3,6.8,6.13,62,0
WM-01118,4.42,75,2,5.7,6.71,56,1
WM-01119,1.0,15,4,8.2,1.77,85,0
WM-01120,5.0,48,4,3.7,5.2,63,0
WM-01121,14.99,35,2,8.1,1.02,40,0
WM-01122,14.76,14,4,3.4,7.19,68,0
WM-01123,3.43,11,4,3.5,20.77,64,0
WM-01124,4.44,37,2,5.3,1.44,63,0
WM-01125,8.91,47,2,3.2,50.75,66,0
WM-01126,1.0,37,1,4.2,1.99,58,1
WM-01127,3.55,41,5,6.6,16.71,52,0
WM-01128,3.77,21,1,3.0,1.11,58,0
WM-01129,6.12,60,3,2.5,4.89,50,0
WM-01130,1.09,22,4,6.0,1.82,61,0
WM-01131,9.3,17,3,7.2,1.41,55,0
WM-01132,1.0,19,3,2.6,3.01,75,1
WM-01133,14.58,37,0,6.9,4.06,71,0
WM-01134,6.35,73,6,5.0,14.63,66,0
WM-01135,1.0,20,4,2.7,2.86,43,0
WM-01136,9.35,30,3,4.5,56.04,33,1
WM-01137,2.24,16,3,7.6,3.45,74,0
WM-01138,6.53,22,3,8.4,1.33,43,0
WM-01139,10.42,51,2,5.3,13.46,68,0
WM-01140,1.72,134,3,4.6,0.6,71,1
WM-01141,2.82,112,1,3.5,12.47,66,0
WM-01142,6.41,23,3,4.9,3.56,60,0
WM-01143,2.01,36,0,3.8,9.91,47,0
WM-01144,20.48,40,4,3.7,3.27,74,0
WM-01145,8.78,39,6,8.6,3.88,58,0
WM-01146,3.68,28,6,5.7,0.8,57,0
WM-01147,2.83,9,2,1.6,2.46,77,0
WM-01148,8.38,72,3,7.6,21.92,51,0
WM-01149,3.05,11,1,3.2,60.0,70,1
WM-01150,20.05,21,3,5.4,5.18,65,0
WM-01151,1.69,15,0,6.3,0.6,48,1
WM-01152,3.18,18,3,2.8,4.36,62,0
WM-01153,6.65,15,5,7.4,5.7,70,0
WM-01154,21.69,13,6,6.6,3.37,70,0
WM-01155,6.21,85,3,9.5,1.79,62,0
WM-01156,5.67,66,4,7.7,3.55,54,1
WM-01157,3.45,16,6,5.1,0.91,58,0
WM-01158,3.53,28,3,2.6,2.82,55,0
WM-01159,7.78,14,4,2.5,0.6,64,0
WM-01160,5.87,24,0,8.3,3.81,49,0
WM-01161,7.64,44,0,5.1,14.48,59,0
WM-01162,6.14,22,4,6.0,2.78,68,1
WM-01163,7.65,17,5,5.0,6.76,50,0
WM-01164,1.6,49,2,1.8,0.21,35,0
WM-01165,21.04,43,1,6.8,1.4,72,1
WM-01166,1.15,34,0,7.1,0.17,62,1
WM-01167,2.54,18,2,7.8,57.89,66,1
WM-01168,13.4,5,5,4.8,13.03,58,0
WM-01169,3.78,11,5,7.7,10.66,60,0
WM-01170,5.59,75,3,2.1,5.57,64,0
WM-01171,3.38,59,0,2.8,8.14,51,0
WM-01172,17.23,15,4,7.8,1.1,38,0
WM-01173,4.78,6,3,2.0,33.61,29,0
WM-01174,15.83,67,4,3.2,2.03,64,0
WM-01175,5.98,40,2,9.0,1.61,64,0
WM-01176,2.98,54,0,6.3,0.74,49,0
WM-01177,27.35,55,3,8.5,0.74,49,0
WM-01178,16.87,49,0,2.4,5.89,64,0
WM-01179,1.39,17,6,5.3,26.99,70,0
WM-01180,5.96,46,5,7.2,10.62,43,0
WM-01181,14.17,31,1,3.3,0.45,45,0
WM-01182,21.44,15,5,6.2,4.9,46,0
WM-01183,8.42,101,6,8.7,2.67,28,0
WM-01184,2.22,54,6,4.9,5.5,67,0
WM-01185,24.59,52,3,7.9,2.71,33,0
WM-01186,1.17,11,8,6.3,0.84,42,0
WM-01187,1.67,17,5,6.3,8.64,73,0
WM-01188,3.02,41,7,9.2,7.99,69,0
WM-01189,19.46,15,3,8.3,2.85,73,0
WM-01190,21.75,64,4,8.5,4.01,61,0
WM-01191,2.79,31,0,8.9,5.17,72,0
WM-01192,4.39,98,1,8.2,3.26,63,0
WM-01193,1.33,20,0,5.5,4.27,74,1
WM-01194,4.6,72,6,7.6,5.34,49,0
WM-01195,1.0,37,1,7.3,2.54,52,0
WM-01196,52.61,52,6,6.3,0.82,46,0
WM-01197,16.67,101,4,3.6,7.96,65,0
WM-01198,2.24,81,2,5.1,15.64,82,0
WM-01199,2.84,13,5,9.2,0.57,65,0
WM-01200,14.71,10,5,3.8,4.11,54,0
WM-01201,4.6,49,2,3.9,11.11,49,0
WM-01202,2.67,38,2,6.6,3.02,75,0
WM-01203,3.87,34,4,6.8,2.23,69,0
WM-01204,7.03,55,6,6.1,3.54,61,0
WM-01205,7.07,9,5,4.7,3.4,46,0
WM-01206,1.44,78,0,8.4,38.15,56,0
WM-01207,3.85,35,2,1.9,19.21,77,0
WM-01208,4.42,139,4,4.2,20.92,55,0
WM-01209,1.51,46,2,6.3,0.52,55,0
WM-01210,14.12,148,2,4.5,5.91,66,0
WM-01211,3.38,102,3,5.6,0.97,55,0
WM-01212,4.18,43,2,7.3,0.52,57,0
WM-01213,43.2,24,0,6.6,25.03,61,1
WM-01214,7.99,43,3,5.8,3.37,56,0
WM-01215,15.66,39,3,3.9,4.44,66,0
WM-01216,4.06,30,3,5.7,8.27,45,0
WM-01217,2.51,24,3,5.4,5.9,48,0
WM-01218,1.9,14,0,3.5,4.5,51,0
WM-01219,3.68,51,2,2.4,4.49,49,0
WM-01220,5.01,23,2,5.2,2.05,48,0
WM-01221,7.04,11,3,3.9,5.97,52,1
WM-01222,4.21,60,2,5.8,2.72,56,0
WM-01223,4.09,29,2,7.7,2.08,67,0
WM-01224,4.48,19,2,6.8,1.94,58,0
WM-01225,7.72,60,2,3.6,44.12,59,0
WM-01226,17.11,25,4,4.4,11.64,71,0
WM-01227,1.53,98,7,6.4,14.42,68,0
WM-01228,1.54,6,0,5.8,0.8,57,0
WM-01229,5.31,16,5,7.8,3.92,70,0
WM-01230,4.5,41,3,9.5,23.63,53,0
WM-01231,23.53,43,4,7.7,1.94,72,0
WM-01232,5.09,25,0,3.6,0.64,51,1
WM-01233,1.45,42,2,4.2,4.12,59,0
WM-01234,12.75,5,3,6.0,5.23,54,0
WM-01235,1.74,22,2,4.8,1.19,67,0
WM-01236,1.0,27,6,6.6,5.0,28,0
WM-01237,1.78,28,6,4.6,1.35,74,0
WM-01238,29.07,11,2,8.9,2.1,77,0
WM-01239,17.71,27,3,5.0,13.92,62,0
WM-01240,1.35,14,5,8.9,2.78,44,0
WM-01241,17.19,85,3,7.4,10.95,66,0
WM-01242,11.56,29,4,9.8,4.04,47,0
WM-01243,4.34,64,2,4.3,3.0,61,0
WM-01244,2.46,107,3,6.8,2.1,33,0
WM-01245,4.93,35,2,4.2,2.54,78,0
WM-01246,8.61,35,4,4.3,1.88,72,0
WM-01247,7.01,11,1,2.1,0.92,56,1
WM-01248,6.64,16,5,6.0,1.1,58,0
WM-01249,30.96,14,3,9.1,2.85,45,0
WM-01250,2.07,33,3,2.4,0.78,60,0
WM-01251,8.12,36,1,6.3,4.16,60,0
WM-01252,1.0,59,2,8.4,5.5,58,0
WM-01253,6.74,21,2,3.4,4.07,57,0
WM-01254,2.17,20,3,8.4,0.54,52,0
WM-01255,10.84,34,0,3.4,1.1,73,1
WM-01256,1.53,23,3,6.9,1.89,50,0
WM-01257,6.0,83,4,6.3,4.03,47,0
WM-01258,2.79,18,4,7.7,56.9,43,1
WM-01259,2.47,17,4,2.4,17.94,40,0
WM-01260,3.57,40,6,5.5,3.41,60,0
WM-01261,12.32,27,5,7.6,10.71,42,0
WM-01262,3.16,14,3,7.0,3.35,50,0
WM-01263,1.0,8,4,2.9,4.52,38,0
WM-01264,1.1,19,1,7.1,1.0,81,0
WM-01265,1.86,14,1,2.3,1.39,59,0
WM-01266,7.21,43,1,7.3,53.73,68,1
WM-01267,3.43,11,1,5.3,25.11,72,1
WM-01268,24.93,26,3,3.2,1.53,57,0
WM-01269,2.28,76,3,2.2,12.18,85,0
WM-01270,2.37,14,1,5.2,10.36,63,0
WM-01271,3.41,134,5,6.7,6.06,56,0
WM-01272,9.96,71,3,4.4,19.74,65,0
WM-01273,3.28,150,8,9.6,6.6,35,0
WM-01274,4.47,30,7,6.8,60.0,50,1
WM-01275,5.72,20,4,5.1,1.67,70,0
WM-01276,12.3,23,3,6.2,2.73,47,0
WM-01277,5.31,235,0,8.4,9.84,67,0
WM-01278,15.21,9,2,1.8,4.06,53,1
WM-01279,10.68,26,2,4.5,60.0,46,1
WM-01280,9.56,22,4,2.8,6.02,44,0
WM-01281,7.0,34,3,6.2,0.38,47,0
WM-01282,1.14,21,2,6.5,5.48,75,0
WM-01283,6.66,64,6,4.3,5.5,68,0
WM-01284,5.57,36,3,3.7,3.88,41,0
WM-01285,22.03,34,3,4.9,5.24,38,0
WM-01286,16.57,38,6,6.1,10.45,61,0
WM-01287,3.01,19,3,8.7,17.74,51,0
WM-01288,2.46,79,1,5.5,41.52,62,0
WM-01289,9.83,31,7,5.9,2.5,55,0
WM-01290,6.25,19,5,8.4,1.66,58,0
WM-01291,6.5,154,0,6.5,11.26,78,1
WM-01292,7.86,41,4,6.0,1.22,39,0
WM-01293,6.44,24,2,6.2,1.18,50,0
WM-01294,18.29,76,6,7.8,1.83,48,0
WM-01295,6.15,67,3,2.2,3.36,58,0
WM-01296,13.07,28,6,5.9,2.49,74,0
WM-01297,3.65,29,6,6.0,0.13,49,0
WM-01298,5.48,16,4,5.1,3.82,55,0
WM-01299,1.56,66,1,2.8,37.03,59,1
WM-01300,4.41,29,5,5.6,2.11,60,0
WM-01301,5.92,44,1,6.2,11.33,68,0
WM-01302,9.46,10,4,4.4,2.1,42,0
WM-01303,7.8,19,5,6.4,9.03,54,1
WM-01304,1.55,11,3,4.9,7.4,66,0
WM-01305,1.0,15,6,5.8,2.95,50,0
WM-01306,3.73,16,3,4.6,15.62,64,0
WM-01307,1.0,59,2,3.7,6.36,85,0
WM-01308,6.75,36,3,6.2,4.94,58,0
WM-01309,11.89,31,4,6.1,31.87,84,0
WM-01310,14.48,11,3,7.5,1.36,56,0
WM-01311,22.11,42,5,8.8,5.3,58,0
WM-01312,4.13,18,2,6.2,6.16,50,0
WM-01313,8.92,39,4,5.2,6.23,66,0
WM-01314,5.12,9,2,5.3,2.46,44,0
WM-01315,19.11,25,4,6.2,9.18,65,0
WM-01316,6.65,46,4,4.8,1.34,53,0
WM-01317,8.68,82,2,4.1,13.1,83,0
WM-01318,6.11,33,7,3.5,0.54,49,0
WM-01319,9.53,22,2,8.6,0.88,65,0
WM-01320,2.12,29,3,7.4,33.33,63,1
WM-01321,1.94,113,3,8.1,10.17,49,0
WM-01322,2.53,26,5,1.8,5.48,66,0
WM-01323,8.02,37,4,3.0,10.9,52,0
WM-01324,1.07,42,2,8.2,6.92,43,0
WM-01325,2.89,58,3,5.4,3.37,63,0
WM-01326,4.73,4,5,1.5,33.57,59,0
WM-01327,4.22,13,5,1.4,4.68,62,0
WM-01328,3.54,54,6,6.6,25.38,64,1
WM-01329,1.0,51,3,1.5,12.39,60,1
WM-01330,1.68,25,3,8.7,6.96,69,0
WM-01331,13.69,71,5,8.1,14.29,75,0
WM-01332,4.41,16,2,7.8,1.82,69,0
WM-01333,2.1,51,2,2.4,8.46,57,0
WM-01334,2.59,33,2,3.2,60.0,67,1
WM-01335,7.8,43,3,5.2,11.08,66,0
WM-01336,14.88,31,2,4.4,2.19,58,0
WM-01337,44.62,50,6,6.2,7.05,55,0
WM-01338,3.87,54,3,6.0,3.33,33,0
WM-01339,2.64,35,2,6.5,1.29,54,1
WM-01340,1.82,166,3,5.4,16.74,38,1
WM-01341,12.64,26,4,7.9,2.68,35,0
WM-01342,6.55,35,3,1.8,4.3,62,0
WM-01343,25.21,64,3,3.1,1.89,55,0
WM-01344,9.72,40,6,5.1,21.5,53,0
WM-01345,9.48,40,6,8.0,6.43,31,0
WM-01346,22.5,115,5,4.6,17.54,55,0
WM-01347,5.28,39,2,7.7,14.32,83,0
WM-01348,4.13,54,5,7.6,5.65,58,0
WM-01349,7.94,23,2,8.7,0.9,67,0
WM-01350,11.31,54,1,6.2,8.86,48,0
WM-01351,5.78,28,0,1.7,21.15,49,1
WM-01352,2.79,103,7,1.9,2.77,57,0
WM-01353,12.15,136,4,5.2,2.01,83,0
WM-01354,5.89,83,2,6.8,3.14,47,0
WM-01355,2.38,19,3,4.0,4.38,68,0
WM-01356,5.79,18,3,2.9,8.87,70,1
WM-01357,30.04,119,4,7.2,10.9,69,0
WM-01358,2.55,37,4,7.1,1.33,51,0
WM-01359,7.66,26,4,5.3,2.68,75,0
WM-01360,8.73,17,2,2.4,0.83,46,0
WM-01361,7.18,35,1,7.8,1.05,62,0
WM-01362,4.73,22,2,8.3,4.15,52,1
WM-01363,4.54,17,4,9.1,19.12,47,1
WM-01364,7.73,72,2,7.2,1.5,51,0
WM-01365,12.95,48,2,5.9,3.19,59,1
WM-01366,29.46,19,1,5.2,1.45,29,0
WM-01367,41.9,16,2,3.0,9.01,53,1
WM-01368,1.58,161,5,5.6,10.0,46,0
WM-01369,3.56,23,2,2.5,0.21,45,0
WM-01370,4.44,31,8,9.4,2.7,63,0
WM-01371,3.12,163,1,5.4,10.11,58,0
WM-01372,2.86,28,3,3.8,30.64,57,0
WM-01373,13.61,21,3,2.8,27.33,59,0
WM-01374,18.34,37,1,9.7,6.8,67,1
WM-01375,12.03,32,3,9.5,4.76,55,0
WM-01376,2.0,49,0,2.6,10.92,51,1
WM-01377,15.68,26,4,7.8,9.48,71,0
WM-01378,5.84,13,4,9.3,1.58,36,0
WM-01379,7.19,100,0,7.3,4.34,55,0
WM-01380,1.0,26,3,6.9,2.64,61,0
WM-01381,1.83,37,3,3.3,9.12,48,0
WM-01382,1.99,54,0,3.7,25.02,69,0
WM-01383,2.17,108,3,5.9,5.24,66,0
WM-01384,2.42,48,2,5.1,4.85,57,0
WM-01385,11.24,42,3,5.7,25.99,69,0
WM-01386,3.52,122,4,3.5,5.21,68,0
WM-01387,8.17,25,5,3.6,0.49,38,0
WM-01388,5.47,95,2,5.2,6.24,62,0
WM-01389,6.98,25,2,8.4,0.33,46,0
WM-01390,1.83,34,1,3.9,60.0,45,1
WM-01391,22.83,12,1,7.8,0.62,59,0
WM-01392,2.77,58,5,5.5,23.7,64,0
WM-01393,29.58,27,3,4.1,8.61,62,0
WM-01394,8.72,13,4,3.7,2.4,71,0
WM-01395,9.42,40,3,6.4,10.1,71,0
WM-01396,10.37,21,8,8.6,1.47,55,0
WM-01397,1.93,76,5,6.0,2.04,63,0
WM-01398,11.51,19,3,3.1,11.47,69,0
WM-01399,5.5,27,3,3.8,37.62,66,1
WM-01400,1.47,40,2,4.0,6.02,78,0
WM-01401,3.29,54,1,6.8,1.37,70,0
WM-01402,4.88,9,0,5.7,0.97,45,0
WM-01403,4.12,134,5,8.2,2.48,55,0
WM-01404,11.33,37,1,8.4,1.15,66,0
WM-01405,4.17,17,0,5.2,2.18,58,0
WM-01406,2.9,46,0,6.3,2.08,52,0
WM-01407,31.19,17,3,3.0,3.97,71,0
WM-01408,3.47,20,2,8.5,6.84,70,0
WM-01409,2.52,8,3,7.2,23.13,56,0
WM-01410,25.09,57,7,5.8,3.05,46,0
WM-01411,2.97,27,2,5.7,13.26,74,0
WM-01412,14.33,34,2,6.9,4.57,49,0
WM-01413,4.91,11,1,1.7,6.14,58,1
WM-01414,6.76,75,3,7.2,1.68,59,0
WM-01415,13.13,95,2,1.9,12.56,73,0
WM-01416,4.28,90,1,3.5,3.44,41,0
WM-01417,2.08,22,4,6.5,4.47,46,0
WM-01418,7.85,83,1,4.0,0.47,36,0
WM-01419,13.15,52,3,2.5,31.9,51,0
WM-01420,15.08,30,1,8.0,1.29,75,0
WM-01421,24.09,40,3,6.0,0.3,52,0
WM-01422,1.74,22,2,6.1,9.52,54,0
WM-01423,3.58,26,2,3.9,1.4,70,0
WM-01424,6.04,48,4,8.8,0.09,83,0
WM-01425,2.63,18,2,5.5,8.26,59,1
WM-01426,2.81,25,4,7.7,2.75,48,0
WM-01427,2.35,47,1,4.8,11.75,52,0
WM-01428,11.02,58,6,2.5,6.25,48,0
WM-01429,1.65,58,2,3.6,2.5,68,0
WM-01430,9.61,13,4,4.7,3.17,62,0
WM-01431,13.31,66,2,7.0,6.17,61,0
WM-01432,21.55,32,2,6.7,1.71,66,0
WM-01433,9.34,51,3,4.3,60.0,67,0
WM-01434,7.68,74,2,3.8,9.51,67,1
WM-01435,3.24,44,3,9.5,0.13,73,0
WM-01436,4.66,61,2,2.5,1.3,39,0
WM-01437,5.82,47,5,3.6,3.85,55,0
WM-01438,6.12,52,3,8.9,2.91,58,0
WM-01439,9.61,20,0,1.9,1.99,49,0
WM-01440,1.44,8,6,7.2,18.0,61,0
WM-01441,9.06,98,2,3.1,3.92,73,0
WM-01442,8.08,32,3,5.5,1.42,58,0
WM-01443,1.18,10,2,4.5,4.41,48,0
WM-01444,4.35,26,7,3.7,3.84,75,0
WM-01445,8.12,60,6,2.0,8.85,56,0
WM-01446,12.98,50,8,7.5,1.18,51,0
WM-01447,3.25,9,2,4.1,2.25,49,0
WM-01448,5.78,22,6,6.8,3.34,79,0
WM-01449,9.57,57,2,5.6,3.62,28,0
WM-01450,8.61,66,1,8.0,0.31,54,0
WM-01451,9.73,50,3,3.3,15.16,71,0
WM-01452,5.97,37,0,4.8,4.27,78,0
WM-01453,4.49,33,4,5.5,13.86,57,0
WM-01454,5.11,18,6,6.0,4.58,85,0
WM-01455,10.81,29,5,6.2,14.74,44,0
WM-01456,7.14,11,3,2.4,12.45,54,0
WM-01457,13.76,30,2,4.3,7.12,47,0
WM-01458,17.6,35,0,5.7,0.98,52,0
WM-01459,24.52,18,1,7.6,25.44,46,1
WM-01460,7.2,61,6,8.9,5.02,66,0
WM-01461,9.93,101,3,6.0,2.36,44,0
WM-01462,1.38,10,2,5.8,15.61,62,1
WM-01463,13.95,25,1,7.5,2.01,80,0
WM-01464,6.17,75,4,7.2,9.95,67,0
WM-01465,3.93,59,4,2.5,5.84,37,0
WM-01466,2.65,12,0,5.3,0.31,66,0
WM-01467,1.0,38,5,2.4,5.41,66,0
WM-01468,1.61,64,4,3.9,9.32,54,1
WM-01469,7.19,17,1,2.8,1.0,45,0
WM-01470,3.38,29,5,5.8,2.56,44,0
WM-01471,6.23,80,2,4.8,8.8,64,0
WM-01472,6.2,41,2,6.5,27.36,53,1
WM-01473,5.52,56,2,5.5,0.77,47,0
WM-01474,1.86,32,4,4.2,3.78,79,0
WM-01475,6.5,38,0,4.4,7.84,53,0
WM-01476,14.21,25,0,5.5,18.86,66,1
WM-01477,6.03,22,3,3.7,4.91,63,0
WM-01478,21.21,61,4,2.4,8.09,63,0
WM-01479,5.65,46,4,5.1,1.52,47,0
WM-01480,17.78,42,3,6.6,8.6,57,0
WM-01481,5.66,19,2,5.2,15.98,85,0
WM-01482,17.99,31,4,5.5,6.97,42,0
WM-01483,3.15,46,6,5.9,10.32,44,0
WM-01484,5.56,32,4,8.5,7.38,75,0
WM-01485,2.67,70,6,9.8,5.99,60,0
WM-01486,20.38,45,4,6.1,34.46,64,1
WM-01487,13.44,34,2,2.1,2.0,28,0
WM-01488,9.65,38,3,1.1,25.75,44,0
WM-01489,1.08,26,0,7.5,15.27,52,1
WM-01490,11.82,30,3,5.9,0.37,44,0
WM-01491,8.56,27,4,3.0,6.66,55,0
WM-01492,2.81,28,7,6.5,10.63,53,0
WM-01493,4.41,34,2,4.4,0.61,79,0
WM-01494,36.1,16,3,5.6,0.59,62,0
WM-01495,17.02,55,4,4.1,1.76,39,0
WM-01496,21.91,39,2,7.4,32.52,56,0
WM-01497,3.18,17,1,5.0,1.01,61,0
WM-01498,11.77,30,3,4.4,1.65,54,0
WM-01499,4.4,27,4,7.6,60.0,56,1
WM-01500,7.73,12,0,4.3,5.06,77,0
WM-01501,4.27,36,4,7.3,3.19,54,0
WM-01502,26.83,23,4,6.6,12.21,51,1
WM-01503,5.81,29,4,8.1,9.42,66,0
WM-01504,7.3,21,1,2.6,21.92,28,0
WM-01505,4.54,27,3,5.6,47.02,55,1
WM-01506,17.59,29,4,1.3,6.96,63,0
WM-01507,27.02,82,3,5.5,18.45,72,0
WM-01508,8.89,42,0,3.6,4.52,46,0
WM-01509,2.22,21,0,3.1,2.02,74,0
WM-01510,26.34,61,3,9.2,1.8,30,0
WM-01511,2.98,31,0,3.3,0.8,28,0
WM-01512,3.18,43,0,4.9,0.14,56,0
WM-01513,1.0,71,2,6.0,0.31,61,0
WM-01514,8.34,35,1,6.8,5.12,40,0
WM-01515,16.03,16,2,2.9,2.92,60,0
WM-01516,1.0,38,4,7.3,58.63,75,0
WM-01517,5.39,17,3,5.7,2.14,48,0
WM-01518,8.99,29,0,8.7,3.92,58,1
WM-01519,55.52,42,2,2.3,9.18,28,0
WM-01520,1.0,66,4,6.2,2.33,67,0
WM-01521,6.29,34,3,2.0,6.95,56,0
WM-01522,2.75,10,2,7.0,5.81,59,0
WM-01523,13.61,138,4,6.9,2.02,49,0
WM-01524,5.47,6,0,3.3,17.3,60,1
WM-01525,7.88,18,4,8.5,1.97,56,0
WM-01526,11.46,43,5,3.6,1.14,50,0
WM-01527,1.78,29,3,5.0,3.37,68,0
WM-01528,12.61,52,2,5.9,5.41,47,0
WM-01529,1.0,31,3,3.0,8.45,63,0
WM-01530,142.92,41,1,6.0,1.54,69,0
WM-01531,14.07,38,5,7.8,3.55,57,0
WM-01532,2.09,13,6,7.9,27.43,63,0
WM-01533,2.72,22,1,2.7,1.24,78,0
WM-01534,8.3,21,2,4.8,10.68,54,0
WM-01535,9.93,14,4,5.1,2.97,54,0
WM-01536,8.16,22,3,2.3,9.68,48,1
WM-01537,15.11,24,1,6.1,26.78,51,0
WM-01538,3.23,125,3,5.6,13.75,41,0
WM-01539,1.49,30,4,5.7,4.35,52,0
WM-01540,1.41,34,5,7.2,2.01,85,0
WM-01541,13.13,113,3,2.6,5.22,44,0
WM-01542,9.3,68,3,7.9,2.61,33,0
WM-01543,3.39,145,1,7.4,2.92,54,0
WM-01544,4.2,29,0,5.2,2.48,63,0
WM-01545,5.66,54,2,8.2,11.03,84,0
WM-01546,13.28,11,6,6.1,23.07,55,0
WM-01547,5.29,26,1,2.8,6.11,38,0
WM-01548,11.64,16,0,6.7,18.51,52,0
WM-01549,6.51,27,1,8.0,2.24,50,0
WM-01550,3.97,25,5,7.1,1.46,80,0
WM-01551,6.15,65,4,6.6,1.36,40,0
WM-01552,11.21,21,3,3.3,53.11,45,0
WM-01553,71.8,34,6,6.8,1.48,33,0
WM-01554,8.3,77,8,3.1,6.23,55,0
WM-01555,10.73,23,5,2.5,22.91,47,0
WM-01556,17.11,36,1,3.5,27.62,67,0
WM-01557,3.61,23,2,7.1,7.87,66,1
WM-01558,6.24,36,3,7.2,6.7,52,0
WM-01559,22.64,77,2,4.8,1.88,63,0
WM-01560,3.99,9,0,4.3,4.73,65,0
WM-01561,1.85,53,5,6.3,19.61,62,0
WM-01562,5.34,33,2,7.0,33.85,33,1
WM-01563,7.58,39,2,5.4,0.75,59,0
WM-01564,5.37,25,0,7.3,3.48,46,0
WM-01565,15.92,46,4,4.0,3.79,49,0
WM-01566,11.64,95,3,2.6,3.04,66,0
WM-01567,4.27,57,3,7.2,0.24,76,0
WM-01568,4.47,41,0,5.9,10.1,45,0
WM-01569,6.14,34,4,7.7,6.86,45,0
WM-01570,4.46,17,0,6.8,1.52,54,0
WM-01571,4.74,13,2,4.4,4.17,72,0
WM-01572,24.73,52,7,5.0,2.52,28,0
WM-01573,3.1,63,1,8.4,2.29,40,0
WM-01574,1.13,32,4,7.0,4.45,66,0
WM-01575,1.56,25,4,2.2,21.34,74,0
WM-01576,6.73,58,3,6.7,32.97,47,1
WM-01577,7.25,115,2,4.9,1.35,58,0
WM-01578,19.82,47,4,7.9,1.14,49,0
WM-01579,5.41,65,3,4.9,17.63,56,0
WM-01580,6.43,32,4,8.7,7.8,70,0
WM-01581,1.0,13,1,7.8,7.03,70,0
WM-01582,2.71,98,0,4.9,3.14,46,0
WM-01583,7.28,27,2,4.6,3.4,56,1
WM-01584,13.9,94,4,4.0,4.26,44,0
WM-01585,3.8,11,2,3.1,1.9,55,0
WM-01586,12.1,23,1,4.3,2.01,39,1
WM-01587,1.77,80,2,8.7,1.7,58,0
WM-01588,2.62,10,6,3.1,0.63,62,0
WM-01589,1.0,23,3,4.2,3.9,48,0
WM-01590,10.78,33,3,2.2,2.37,57,0
WM-01591,3.25,89,7,7.0,1.01,59,0
WM-01592,6.28,108,1,6.5,1.85,55,0
WM-01593,5.07,46,1,6.7,1.64,49,0
WM-01594,12.48,70,1,7.6,0.7,69,0
WM-01595,11.47,90,4,3.2,0.53,61,0
WM-01596,5.02,83,3,7.6,0.78,56,0
WM-01597,16.55,52,8,2.3,4.59,52,0
WM-01598,18.01,19,3,3.6,10.0,40,0
WM-01599,11.52,67,4,8.4,57.68,59,1
WM-01600,6.67,29,6,4.6,0.77,70,0
WM-01601,4.87,63,5,3.0,10.52,51,0
WM-01602,4.58,27,3,4.9,18.13,62,0
